"";"Q1";"Q3";"Q3_graph";"Q5";"Q5_graph";"Q8_graph";"Q8";"Q10";"Q12";"Q14";"Q16";"Q18";"Q20";"court";"imam";"elders";"killed";"wounded";"damaged";"displaced";"edu";"income";"female";"age";"unemployed";"urban_com";"com_exposure";"russ_pop";"lmaltitude";"ldistance_Grozny";"lcom_size";"rayon";"location"
"643";4;1;1;3;3;1;1;1;1;1;3;1;1;0;0;0;0;0;1;0;3;5;1;45;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"644";1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;2;0;NA;3;1;23;0;0;0;3;4,98360662170834;2,83321334405622;8,4368504387337;"groznenskiy";"ptetropavlovskaya"
"645";1;1;1;2;2;3;3;1;3;4;3;2;2;0;1;0;0;0;2;0;3;3;0;34;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"646";2;2;2;2;2;2;2;1;1;1;1;2;2;0;1;1;0;0;0;0;NA;1;0;23;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"647";1;2;2;1;1;1;1;1;1;2;4;1;3;1;0;0;0;1;1;0;3;4;1;45;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"648";2;2;2;3;3;4;4;2;1;2;1;2;2;0;0;0;0;0;NA;1;1;3;1;32;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"649";1;2;2;2;2;1;1;2;1;3;1;1;1;1;1;0;0;0;0;0;5;2;1;21;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"650";3;2;2;2;2;2;2;3;3;1;1;3;3;0;0;0;0;0;0;1;2;2;0;52;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"651";1;3;3;3;3;3;3;4;3;1;3;1;1;0;0;0;0;NA;NA;0;5;2;0;21;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"652";3;3;3;3;3;3;3;2;3;3;3;3;3;0;0;0;0;0;NA;0;1;3;0;24;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"653";3;3;3;NA;NA;4;4;3;4;1;4;4;4;1;1;0;0;NA;2;1;3;3;0;19;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"654";3;5;4;3;3;4;4;2;2;3;3;2;3;0;1;0;0;0;0;0;5;3;0;41;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"655";2;2;2;2;2;3;3;2;2;2;2;2;3;0;0;0;0;0;1;1;NA;2;1;27;0;1;1;0;5,41610040220442;3,49650756146648;10,8634889028364;"shali";"Shali"
"656";2;2;2;2;2;2;2;2;2;2;1;2;2;0;1;0;0;0;0;0;NA;2;0;36;0;1;1;0;5,41610040220442;3,49650756146648;10,8634889028364;"shali";"Shali"
"657";2;3;3;2;2;2;2;2;2;2;2;2;2;0;0;0;0;NA;2;0;NA;5;1;29;0;1;1;0;5,41610040220442;3,49650756146648;10,8634889028364;"shali";"Shali"
"658";3;5;4;4;4;3;3;2;2;2;2;2;3;0;0;0;0;0;1;0;NA;2;1;24;0;1;1;0;5,41610040220442;3,49650756146648;10,8634889028364;"shali";"Shali"
"659";2;1;1;3;3;2;2;2;3;2;1;1;4;0;0;1;0;0;1;0;3;NA;1;49;0;0;0;0;5,8636311755981;3,61091791264422;8,5769703954521;"urus-martan";"Alkhazurovo"
"660";3;3;3;3;3;3;3;3;3;1;1;1;3;0;0;0;0;NA;1;0;6;5;0;45;0;0;0;0;5,8636311755981;3,61091791264422;8,5769703954521;"urus-martan";"Alkhazurovo"
"661";2;4;4;3;3;1;1;2;3;1;3;2;1;0;0;0;0;1;2;1;6;4;1;44;0;0;0;0;5,8636311755981;3,61091791264422;8,5769703954521;"urus-martan";"Alkhazurovo"
"662";2;5;4;5;4;2;2;4;2;2;2;2;4;1;0;0;0;1;1;1;5;2;1;19;0;0;0;0;5,8636311755981;3,61091791264422;8,5769703954521;"urus-martan";"Alkhazurovo"
"663";2;2;2;2;2;2;2;2;2;1;1;1;2;0;1;0;0;1;2;1;6;5;0;26;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"664";1;1;1;1;1;1;1;2;3;1;1;1;3;0;0;0;0;0;1;1;6;2;0;25;0;0;0;0;5,30826769740121;2,70805020110221;9,79890451234369;"urus-martan";"Goity"
"665";2;1;1;3;3;1;1;2;3;1;1;1;1;0;0;0;0;0;2;1;3;NA;0;60;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"666";1;1;1;1;1;1;1;1;1;1;1;2;1;1;0;1;0;0;0;0;3;1;1;40;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"667";3;3;3;3;3;3;3;3;3;1;1;3;3;0;0;0;0;0;1;0;6;4;1;21;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"668";3;3;3;3;3;3;3;3;3;1;1;1;3;1;0;0;0;0;0;1;6;4;1;40;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"669";2;1;1;3;3;4;4;2;2;1;1;1;1;0;0;0;0;1;2;0;6;3;1;33;0;0;1;2;5,63478960316925;3,2188758248682;9,38320064498062;"groznenskiy";"Starye_Atagi"
"670";1;1;1;2;2;2;2;2;2;1;1;2;1;0;0;0;0;1;2;0;3;4;0;25;0;0;1;2;5,63478960316925;3,2188758248682;9,38320064498062;"groznenskiy";"Starye_Atagi"
"671";2;1;1;2;2;2;2;1;2;1;1;2;1;0;0;0;0;1;2;0;6;2;0;53;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"672";3;2;2;2;2;3;3;2;2;3;4;4;4;0;0;0;0;1;2;1;6;4;1;36;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"673";2;2;2;4;4;2;2;2;2;1;3;2;2;0;0;0;0;1;0;0;6;5;0;29;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"674";1;2;2;2;2;1;1;2;2;2;1;2;2;0;0;0;0;0;0;0;4;4;1;60;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"675";2;2;2;2;2;2;2;1;2;1;2;1;2;0;0;0;0;0;1;0;5;4;0;36;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"676";2;2;2;2;2;2;2;2;2;1;2;4;2;0;1;1;0;0;1;NA;6;5;0;23;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"677";1;3;3;2;2;3;3;1;3;4;1;3;3;0;0;0;0;1;1;1;6;3;1;57;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"678";2;3;3;3;3;1;1;4;1;1;3;2;3;0;0;0;0;NA;2;0;3;3;1;45;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"679";1;3;3;3;3;2;2;2;1;1;1;2;2;0;0;0;0;1;2;0;6;4;1;79;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"680";2;4;4;3;3;2;2;2;2;1;2;2;2;0;0;0;0;1;1;0;6;4;0;43;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"681";2;2;2;2;2;2;2;2;2;2;2;2;2;0;1;1;0;0;1;0;3;5;0;42;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"682";2;2;2;2;2;2;2;2;2;2;1;2;2;0;0;0;0;0;1;1;1;3;0;47;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"683";2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;1;0;1;3;0;18;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"684";2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;1;0;0;1;1;1;4;1;18;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"685";2;3;3;3;3;3;3;3;3;3;3;3;3;0;1;0;0;1;0;0;4;2;0;31;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"686";3;3;3;3;3;3;3;3;4;1;1;1;1;1;0;0;0;0;0;0;4;4;0;57;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"687";2;2;2;1;1;4;5;2;2;1;3;2;2;0;0;0;0;0;1;1;6;1;1;26;0;0;1;0;5,82894561761021;3,71357206670431;7,83636976054512;"urus-martan";"Gekhi-Chu"
"688";3;4;4;2;2;3;3;1;3;1;1;2;3;0;0;0;0;0;2;1;6;4;0;59;0;0;1;0;5,82894561761021;3,71357206670431;7,83636976054512;"urus-martan";"Gekhi-Chu"
"689";4;4;4;4;4;1;1;3;3;4;4;1;4;1;0;1;0;0;NA;1;3;4;0;48;0;0;1;0;5,82894561761021;3,71357206670431;7,83636976054512;"urus-martan";"Gekhi-Chu"
"690";2;2;2;3;3;4;5;1;2;1;3;1;4;0;0;0;0;0;2;1;4;2;1;55;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"691";1;3;3;3;3;3;3;2;3;1;1;2;3;0;0;1;0;0;1;1;6;5;0;32;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"692";2;5;4;2;2;3;3;4;3;1;4;4;3;0;0;0;0;0;2;0;3;3;0;28;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"693";3;5;4;3;3;4;5;2;3;1;3;4;2;0;0;1;0;0;NA;0;3;5;0;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"694";2;2;2;2;2;3;3;4;2;2;2;4;4;0;0;1;0;0;NA;0;6;3;1;29;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"695";2;1;1;3;3;2;2;1;1;1;1;2;3;0;0;0;0;0;NA;1;6;4;1;21;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"696";2;2;2;2;2;2;2;2;2;1;2;2;2;0;0;0;0;0;0;0;6;2;0;54;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"697";3;2;2;2;2;2;2;2;2;1;3;3;2;0;0;0;0;0;0;1;6;3;0;51;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"698";2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;6;4;0;52;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"699";2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;6;3;0;44;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"700";2;2;2;2;2;2;2;2;2;1;2;2;4;1;0;0;0;0;0;1;5;4;0;23;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"701";2;2;2;1;1;2;2;2;2;2;2;2;2;0;0;0;0;0;0;1;6;2;0;32;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"702";2;1;1;2;2;2;2;2;2;1;2;2;1;0;0;0;0;0;1;1;NA;5;1;35;0;0;0;3;4,98360662170834;2,83321334405622;8,4368504387337;"groznenskiy";"ptetropavlovskaya"
"703";2;2;2;2;2;2;2;2;2;2;4;2;2;1;1;0;0;1;2;0;NA;3;1;41;0;0;0;3;4,98360662170834;2,83321334405622;8,4368504387337;"groznenskiy";"ptetropavlovskaya"
"704";1;2;2;3;3;1;1;1;3;1;3;1;1;0;0;0;0;1;NA;0;NA;4;0;32;0;0;0;3;4,98360662170834;2,83321334405622;8,4368504387337;"groznenskiy";"ptetropavlovskaya"
"705";3;2;2;3;3;4;4;2;1;1;4;2;1;1;0;0;0;0;1;0;NA;4;0;42;0;0;0;3;4,98360662170834;2,83321334405622;8,4368504387337;"groznenskiy";"ptetropavlovskaya"
"706";3;2;2;2;2;2;2;2;1;1;3;3;1;1;0;0;0;0;NA;0;NA;4;0;27;0;0;0;3;4,98360662170834;2,83321334405622;8,4368504387337;"groznenskiy";"ptetropavlovskaya"
"707";2;1;1;3;3;1;1;3;3;2;2;2;2;0;1;0;0;1;2;1;5;2;0;30;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"708";1;1;1;1;1;1;1;2;4;1;2;2;3;0;0;0;0;1;1;0;3;5;0;61;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"709";2;2;2;3;3;1;1;3;2;1;1;3;2;0;0;0;0;1;1;0;5;3;0;26;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"710";2;3;3;3;3;2;2;2;2;1;1;3;3;0;0;0;0;0;0;0;4;4;0;52;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"711";2;3;3;2;2;1;1;2;1;2;3;2;3;1;0;0;0;0;0;0;6;4;0;45;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"712";1;1;1;2;2;1;1;1;1;1;1;3;1;0;0;0;0;1;2;1;6;3;1;27;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"713";1;1;1;1;1;4;4;1;1;1;1;3;3;0;0;0;0;NA;2;0;6;3;1;39;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"714";1;1;1;1;1;2;2;3;1;2;1;2;3;0;0;0;0;0;1;0;3;5;1;49;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"715";3;3;3;4;4;2;2;3;3;3;3;3;3;0;1;1;0;1;2;1;1;4;1;45;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"716";3;3;3;3;3;2;2;2;1;1;3;3;3;0;0;0;0;0;0;0;3;3;1;22;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"717";4;3;3;3;3;3;3;3;3;3;3;1;1;0;0;0;0;0;0;0;1;3;1;50;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"718";1;4;4;4;4;4;5;3;3;3;4;4;3;0;0;0;0;0;2;1;3;6;1;52;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"719";2;5;4;2;2;2;2;2;2;1;1;2;3;0;0;1;0;NA;2;0;4;1;1;56;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"720";3;1;1;2;2;1;1;2;3;1;1;4;1;0;1;0;0;1;2;1;3;3;1;23;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"721";1;1;1;4;4;4;4;4;3;1;1;4;3;0;0;1;0;1;1;0;3;4;1;25;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"722";4;1;1;1;1;2;2;4;1;1;1;4;1;0;0;0;0;NA;1;1;6;1;1;30;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"723";2;1;1;1;1;2;2;3;1;1;4;1;2;0;0;0;0;NA;0;0;6;NA;0;25;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"724";3;1;1;1;1;1;1;1;3;1;3;1;1;0;0;0;0;1;2;1;6;3;1;48;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"725";2;1;1;4;4;2;2;3;2;4;4;4;4;0;0;0;0;0;2;0;6;4;1;19;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"726";3;1;1;2;2;1;1;2;3;1;1;4;1;0;1;0;0;0;1;0;3;5;1;23;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"727";2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;0;0;1;2;1;6;3;0;39;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"728";2;2;2;2;2;2;2;2;2;2;2;2;NA;0;0;0;0;1;1;0;6;4;0;18;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"729";2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;2;1;5;4;0;19;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"730";2;2;2;3;3;1;1;3;2;1;2;1;1;0;1;1;0;1;2;0;4;4;1;55;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"731";2;2;2;3;3;3;3;4;3;1;4;2;3;0;0;0;0;0;2;1;6;5;0;51;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"732";4;2;2;4;4;4;4;4;2;1;1;2;3;0;0;0;0;0;1;0;4;NA;1;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"733";1;2;2;2;2;1;1;2;2;1;1;2;1;0;0;0;0;0;1;0;6;3;1;49;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"734";4;2;2;2;2;2;2;2;1;4;4;2;1;1;0;0;0;0;1;0;5;3;0;28;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"735";4;2;2;2;2;2;2;2;1;1;2;2;2;0;0;0;0;0;NA;1;6;4;1;29;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"736";2;4;4;3;3;1;1;2;3;1;1;2;3;0;0;0;0;1;2;1;4;4;1;59;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"737";1;4;4;1;1;1;1;4;1;1;1;1;1;0;0;0;0;0;2;0;4;1;1;45;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"738";2;4;4;3;3;1;1;2;3;1;1;2;3;0;0;0;0;NA;1;0;4;3;0;59;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"739";2;5;4;1;1;1;1;2;1;1;NA;1;1;0;0;0;0;1;1;1;4;4;1;22;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"740";1;1;1;1;1;1;1;1;2;1;1;2;1;0;0;0;0;0;2;0;NA;4;1;33;0;0;1;0;5,34710753071747;2,94443897916644;9,37704054786718;"groznenskiy";"Aklhan-Kala"
"741";1;1;1;1;1;2;2;1;1;1;1;2;1;1;0;0;0;NA;2;0;NA;3;1;28;0;0;1;0;5,34710753071747;2,94443897916644;9,37704054786718;"groznenskiy";"Aklhan-Kala"
"742";2;2;2;2;2;1;1;2;2;1;1;1;1;0;0;0;0;0;0;0;NA;3;1;22;0;0;1;0;5,34710753071747;2,94443897916644;9,37704054786718;"groznenskiy";"Aklhan-Kala"
"743";2;2;2;2;2;4;4;2;3;1;1;1;1;0;0;0;0;NA;1;0;NA;3;1;20;0;0;1;0;5,34710753071747;2,94443897916644;9,37704054786718;"groznenskiy";"Aklhan-Kala"
"744";2;3;3;2;2;3;3;2;1;1;2;2;1;0;0;0;0;0;1;0;NA;6;1;19;0;0;1;0;5,34710753071747;2,94443897916644;9,37704054786718;"groznenskiy";"Aklhan-Kala"
"745";3;3;3;3;3;1;1;1;1;1;1;3;1;0;0;1;0;0;2;0;NA;4;0;26;0;0;1;0;5,34710753071747;2,94443897916644;9,37704054786718;"groznenskiy";"Aklhan-Kala"
"746";3;3;3;3;3;1;1;2;3;2;1;3;3;0;0;0;0;0;2;0;NA;3;0;21;0;0;1;0;5,34710753071747;2,94443897916644;9,37704054786718;"groznenskiy";"Aklhan-Kala"
"747";3;4;4;3;3;1;1;3;3;3;1;3;3;0;0;0;0;0;0;0;NA;3;0;57;0;0;1;0;5,34710753071747;2,94443897916644;9,37704054786718;"groznenskiy";"Aklhan-Kala"
"748";1;1;1;1;1;2;2;1;1;1;1;1;1;0;0;0;0;0;0;1;6;5;0;49;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"749";2;1;1;2;2;3;3;1;1;1;1;2;1;0;0;0;0;1;1;0;5;3;1;32;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"750";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;1;6;4;0;23;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"751";3;1;1;1;1;4;4;1;2;1;4;4;3;0;0;0;0;1;1;0;3;5;0;27;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"752";2;1;1;2;2;2;2;2;1;1;3;1;1;1;1;0;0;0;0;1;4;5;0;32;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"753";3;2;2;2;2;2;2;2;2;3;2;4;4;0;0;0;0;1;0;0;3;4;0;36;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"754";2;2;2;2;2;2;2;2;1;1;1;2;2;0;0;0;0;1;1;0;3;5;1;43;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"755";2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0;0;0;6;1;1;24;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"756";2;2;2;3;3;2;2;2;2;1;3;2;2;0;0;0;0;1;2;0;3;4;1;24;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"757";2;2;2;4;4;2;2;3;1;1;3;2;2;0;0;0;0;1;0;0;6;4;1;20;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"758";2;2;2;2;2;2;2;2;3;3;2;3;3;0;0;0;0;0;2;0;3;5;1;47;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"759";3;3;3;3;3;3;3;3;2;3;3;3;3;0;1;0;0;0;2;0;2;5;0;61;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"760";2;3;3;1;1;4;4;3;1;2;1;3;4;0;0;1;0;0;0;0;3;4;0;51;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"761";3;3;3;3;3;3;3;2;3;3;3;4;2;1;0;1;0;0;1;0;3;4;0;56;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"762";3;3;3;3;3;2;2;2;3;1;1;4;2;0;0;0;0;0;0;0;5;4;0;19;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"763";2;3;3;2;2;4;4;4;4;2;1;3;3;0;0;0;0;0;1;0;3;3;1;24;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"764";2;3;3;2;2;2;2;2;2;3;2;3;3;0;0;NA;0;0;0;0;6;5;0;28;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"765";3;3;3;4;4;1;1;2;1;3;3;1;1;1;1;1;0;1;1;0;3;4;0;41;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"766";1;4;4;3;3;4;5;1;2;2;2;4;4;0;1;0;0;0;1;0;4;5;1;25;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"767";2;4;4;2;2;3;3;2;3;1;1;2;1;0;0;NA;0;1;1;1;5;3;0;39;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"768";2;4;4;3;3;1;1;4;3;1;1;3;4;0;1;0;0;1;2;0;3;4;0;31;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"769";1;1;1;1;1;1;1;1;2;1;1;3;1;1;0;0;0;1;NA;NA;4;5;1;40;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"770";2;1;1;4;4;2;2;4;2;1;4;2;1;0;0;0;0;0;NA;1;3;4;1;54;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"771";2;2;2;2;2;2;2;3;2;1;4;2;4;0;0;0;0;0;NA;0;6;5;1;20;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"772";2;2;2;1;1;2;2;2;2;2;2;2;2;0;1;1;0;0;NA;0;4;4;1;34;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"773";4;3;3;1;1;2;2;2;1;1;3;2;2;0;1;0;0;1;1;0;6;2;1;40;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"774";3;3;3;3;3;2;2;2;3;1;4;3;2;1;1;1;0;1;1;0;5;3;0;18;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"775";2;3;3;3;3;2;2;2;3;1;4;2;2;0;0;0;0;0;NA;0;6;5;0;24;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"776";2;3;3;1;1;2;2;4;3;1;4;2;2;0;0;0;0;0;NA;0;6;4;0;28;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"777";2;4;4;3;3;2;2;1;2;1;3;3;2;1;0;0;0;0;NA;0;6;4;0;31;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"778";2;4;4;5;4;1;1;2;2;1;1;1;1;0;1;0;0;1;1;1;2;3;1;41;0;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"779";2;1;1;3;3;2;2;2;2;1;1;3;1;0;1;0;0;0;NA;1;4;5;1;32;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"780";3;1;1;2;2;2;2;2;2;1;1;3;1;0;0;0;0;0;NA;0;6;4;0;40;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"781";2;1;1;1;1;2;2;2;3;1;1;3;1;1;0;0;0;0;NA;1;6;4;1;27;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"782";2;2;2;2;2;4;4;4;2;1;4;2;4;0;0;0;0;0;NA;0;6;4;1;26;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"783";3;2;2;2;2;2;2;2;3;1;1;1;3;0;0;0;0;0;NA;0;6;4;0;25;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"784";2;2;2;3;3;2;2;2;3;1;1;1;2;0;0;0;0;1;2;0;3;4;0;22;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"785";3;3;3;3;3;2;2;2;2;1;4;3;1;0;0;0;0;0;NA;0;3;4;0;33;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
